fiscal_year,market_intermediaries,value,data_from_table,released_on,updated_on,data_source,data_url
2019-20,Collective Investment Management Company,1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,Collective Investment Management Company,1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,Collective Investment Management Company,1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,Collective Investment Management Company,0,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,Collective Investment Management Company,0,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,Collective Investment Management Company,4,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,Approved Intermediaries (Stock Lending Schemes),3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,Approved Intermediaries (Stock Lending Schemes),3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,Approved Intermediaries (Stock Lending Schemes),3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,Approved Intermediaries (Stock Lending Schemes),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,Approved Intermediaries (Stock Lending Schemes),2,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,STP (Centralised Hub),1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,STP Service Providers,2^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,STP Service Providers,2^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,STP Service Providers,2^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,STP Service Providers,1^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,STP Service Providers,1^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,STP Service Providers,1^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,STP Service Providers,1^,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,STP Service Providers,1,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,STP Service Providers,3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,STP Service Providers,3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,STP Service Providers,3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,STP Service Providers,3,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,Small and Medium REITs,,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,Small and Medium REITs,0,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,Small and Medium REITs,4,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,ESG Rating Provider (ERP),,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,ESG Rating Provider (ERP),0,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,ESG Rating Provider (ERP),16,Table 74: SEBI Registered Market Intermediaries/ Market Infrastructure Institutions,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
